zh-CN	简体中文
Mainstreet/Q6/START/MS_Q6_START_10_CVS_PP_07	
Mainstreet/Q6/TOOFAR/MS_Q6_TOOFAR_01_GP_SN_01	
Mainstreet/Q7/COMP/MS_Q7_COMP_01_CVS_HC_01	
Mainstreet/Q7/COMP/MS_Q7_COMP_02_CS_HC_01	
Mainstreet/Q7/COMP/MS_Q7_COMP_03_CS_HC_02	
Mainstreet/Q7/COMP/MS_Q7_COMP_04_CS_BH_01	
Mainstreet/Q7/EV_01/MS_Q7_EV_01_01_GP_HC_01	
Mainstreet/Q7/EV_01/MS_Q7_EV_01_02_GP_HC_02	
Mainstreet/Q7/EV_01/MS_Q7_EV_01_03_GP_HC_03	
Mainstreet/Q7/POST_01/MS_Q7_POST_01_01_CVS_HC_01	
Mainstreet/Q7/POST_01/MS_Q7_POST_01_02_CVS_Primrose_01	
Mainstreet/Q7/POST_01/MS_Q7_POST_01_03_CVS_HC_02	
Mainstreet/Q7/POST_01/MS_Q7_POST_01_04_CVS_Primrose_02	
Mainstreet/Q7/POST_01/MS_Q7_POST_01_05_CVS_SN_01	
Mainstreet/Q7/START/MS_Q7_START_01_CVS_HC_01	
Mainstreet/Q7/START/MS_Q7_START_02_CVS_HC_02	
Mainstreet/SS/EV_01/MS_SS_EV_01_01_CGP_Sprout_01	
Mainstreet/SS/EV_01/MS_SS_EV_01_02_CGP_Sprout_02	
Mainstreet/SS/EV_01/MS_SS_EV_01_03_CGP_Sprout_03	
Mainstreet/SS/EV_01/MS_SS_EV_01_04_CGP_Sprout_04	
Mainstreet/SS/EV_01/MS_SS_EV_01_05_CGP_Sprout_05	
Mainstreet/SS/EV_01/MS_SS_EV_01_06_CGP_Sprout_06	
Mainstreet/SS/EV_01/MS_SS_EV_01_07_CGP_Sprout_07	
Mainstreet/SS/EV_01/MS_SS_EV_01_08_CGP_Sprout_08	
Mainstreet/SS/EV_01/MS_SS_EV_01_09_CGP_Sprout_09	
Mainstreet/SS/EV_02/MS_SS_EV_02_10_GP_Crowd1_01	
Mainstreet/SS/EV_03/MS_SS_EV_03_11_GP_Crowd2_01	
Mainstreet/SS/EV_04/MS_SS_EV_04_01_GP_Sprout_01	
Mainstreet/SS/EV_04/MS_SS_EV_04_02_GP_Sprout_02	
TownPark/MC/ACCEPTED/TP_MC_ACCEPTED_01_CVS_HC_01	
TownPark/MC/ACCEPTED/TP_MC_ACCEPTED_02_CVS_SN_01	
TownPark/MC/COMP/TP_MC_COMP_01_CS_HC_01	
TownPark/MC/COMP/TP_MC_COMP_02_CS_SN_01	
TownPark/MC/COMP/TP_MC_COMP_03_CS_HC_02	
TownPark/MC/COMP/TP_MC_COMP_04_CS_SN_02	
TownPark/MC/COMP/TP_MC_COMP_05_CS_HC_03	
TownPark/MC/COMP/TP_MC_COMP_06_CS_SN_03	
TownPark/MC/COMP/TP_MC_COMP_07_CS_Sprout_01	
TownPark/MC/COMP/TP_MC_COMP_08_CS_Sprout_02	
TownPark/MC/COMP/TP_MC_COMP_09_CS_HC_04	
TownPark/MC/COMP/TP_MC_COMP_10_CS_Sprout_03	
TownPark/MC/COMP/TP_MC_COMP_11_CS_Sprout_04	
TownPark/MC/COMP/TP_MC_COMP_12_CS_HC_04	
TownPark/MC/COMP/TP_MC_COMP_13_CS_Sprout_05	
TownPark/MC/COMP/TP_MC_COMP_14_CS_HC_05	
TownPark/MC/COMP/TP_MC_COMP_15_CS_SN_05	
TownPark/MC/COMP/TP_MC_COMP_16_CS_HC_06	
TownPark/MC/DECLINED/TP_MC_DECLINED_01_CVS_SN_01	
TownPark/MC/DECLINED/TP_MC_DECLINED_02_CVS_HC_01	
TownPark/MC/EV_01/TP_MC_EV_01_01_GP_SN_01	
TownPark/MC/EV_02/TP_MC_EV_02_01_GP_Sprout_01	
TownPark/MC/EV_03/TP_MC_EV_03_01_GP_SN_01	
TownPark/MC/POST_01/TP_MC_POST_01_01_GP_IZ_01	
TownPark/MC/QUESTION/TP_MC_QUESTION_01_CVS_HC_01	
TownPark/MC/REPACPTD/TP_MC_REPACPTD_01_CVS_SN_01	
TownPark/MC/REPDCLND/TP_MC_REPDCLND_01_CVS_SN_01	
TownPark/MC/REPEAT/TP_MC_REPEAT_01_CVS_HC_01	
TownPark/MC/START/TP_MC_START_01_CVS_HC_01	
TownPark/MC/START/TP_MC_START_02_CVS_HC_02	
TownPark/MC/START/TP_MC_START_03_CVS_HC_03	
TownPark/MC/START/TP_MC_START_04_CVS_HC_04	
TownPark/Q10/COMP/TP_Q10_COMP_01_CVS_HC_01	
TownPark/Q10/COMP/TP_Q10_COMP_02_CVS_HC_02	
TownPark/Q10/COMP/TP_Q10_COMP_03_CVS_SN_01	
TownPark/Q10/EV_01/TP_Q10_EV_01_01_GP_HC_01	
TownPark/Q10/EV_02/TP_Q10_EV_02_01_GP_SN_01	
TownPark/Q10/EV_03/TP_Q10_EV_03_01_GP_SN_01	
TownPark/Q10/EV_04/TP_Q10_EV_04_01_GP_SN_01	
TownPark/Q10/MID_01/TP_Q10_MID_01_01_GP_HC_01	
TownPark/Q10/START/TP_Q10_START_01_CVS_HC_01	
TownPark/Q10/START/TP_Q10_START_02_CVS_HC_02	
TownPark/Q10/START/TP_Q10_START_03_CVS_HC_03	
TownPark/Q10/TOOFAR/TP_Q10_TOOFAR_01_GP_HC_01	
TownPark/Q12/ACCEPTED/TP_Q12_ACCEPTED_01_CVS_SN_01	
TownPark/Q12/COMP/TP_Q12_COMP_01_CVS_Zoom_01	
TownPark/Q12/DECLINED/TP_Q12_DECLINED_01_CVS_SN_01	
TownPark/Q12/POST_01/TP_Q12_POST_01_01_CVS_Zoom_01	
TownPark/Q12/QUESTION/TP_Q12_QUESTION_01_CVS_Zoom_01	
TownPark/Q12/RETACPTD/TP_Q12_RETACPTD_01_CVS_SN_01	
TownPark/Q12/RETDCLND/TP_Q12_RETDCLND_01_CVS_SN_01	
TownPark/Q12/RETRY/TP_Q12_RETRY_01_CVS_Zoom_01	
TownPark/Q12/START/TP_Q12_START_01_CVS_Zoom_01	
TownPark/Q12/START/TP_Q12_START_02_CVS_Zoom_02	
TownPark/Q12/START/TP_Q12_START_03_CVS_SN_01	
TownPark/Q12/START/TP_Q12_START_04_CVS_Zoom_03	
TownPark/Q8/COMP/TP_Q8_COMP_01_CVS_IZ_01	
TownPark/Q8/COMP/TP_Q8_COMP_02_CVS_HC_01	
TownPark/Q8/COMP/TP_Q8_COMP_03_CVS_HC_02	
TownPark/Q8/COMP/TP_Q8_COMP_04_CVS_SN_01	
TownPark/Q8/COMP/TP_Q8_COMP_05_CVS_HC_03	
TownPark/Q8/EV_01/TP_Q8_EV_01_01_GP_SN_01	
TownPark/Q8/EV_02/TP_Q8_EV_02_01_GP_SN_01	
TownPark/Q8/EV_03/TP_Q8_EV_03_01_GP_SN_01	
TownPark/Q8/EV_04/TP_Q8_EV_04_01_CVS_ZP_01	
TownPark/Q8/EV_04/TP_Q8_EV_04_02_CVS_ZP_02	
TownPark/Q8/EV_04/TP_Q8_EV_04_03_CVS_SN_01	
TownPark/Q8/EV_04/TP_Q8_EV_04_04_CVS_ZP_03	
TownPark/Q8/EV_04/TP_Q8_EV_04_05_CVS_Sprout_01	
TownPark/Q8/EV_04/TP_Q8_EV_04_06_CVS_Sprout_02	
TownPark/Q8/EV_04/TP_Q8_EV_04_07_CVS_ZP_04	
TownPark/Q8/EV_04/TP_Q8_EV_04_08_CVS_Sprout_03	
TownPark/Q8/EV_04/TP_Q8_EV_04_09_CVS_Sprout_04	
TownPark/Q8/EV_04/TP_Q8_EV_04_10_CVS_Sprout_05	
TownPark/Q8/EV_04/TP_Q8_EV_04_11_CVS_SN_02	
TownPark/Q8/EV_04/TP_Q8_EV_04_12_CVS_BH_01	
TownPark/Q8/EV_05/TP_Q8_EV_05_13_GP_SN_03	
TownPark/Q8/EV_06/TP_Q8_EV_06_01_CVS_IZ_01	
TownPark/Q8/EV_06/TP_Q8_EV_06_02_CVS_SN_01	
TownPark/Q8/EV_06/TP_Q8_EV_06_03_CVS_IZ_02	
TownPark/Q8/EV_06/TP_Q8_EV_06_04_CVS_SN_02	
TownPark/Q8/EV_06/TP_Q8_EV_06_05_CVS_IZ_03	
TownPark/Q8/EV_06/TP_Q8_EV_06_06_CVS_SN_04	
TownPark/Q8/EV_07/TP_Q8_EV_07_01_CVS_PaintGuy2_01	
TownPark/Q8/EV_07/TP_Q8_EV_07_02_CVS_PaintGuy2_02	
TownPark/Q8/EV_07/TP_Q8_EV_07_03_CVS_SN_01	
TownPark/Q8/EV_07/TP_Q8_EV_07_04_CVS_PaintGuy2_03	
TownPark/Q8/EV_07/TP_Q8_EV_07_05_CVS_SN_02	
TownPark/Q8/EV_08/TP_Q8_EV_08_01_GP_SN_01	
TownPark/Q8/EV_09/TP_Q8_EV_09_01_GP_SN_01	
TownPark/Q8/EV_10/TP_Q8_EV_10_01_CVS_PaintGuy2_01	
TownPark/Q8/EV_10/TP_Q8_EV_10_02_CVS_PaintGuy2_02	
TownPark/Q8/EV_10/TP_Q8_EV_10_03_CVS_SN_01	
TownPark/Q8/EV_11/TP_Q8_EV_11_01_CVS_PumpkinLady_01	
TownPark/Q8/EV_11/TP_Q8_EV_11_02_CVS_PumpkinLady_02	
TownPark/Q8/EV_11/TP_Q8_EV_11_03_CVS_PumpkinLady_03	
TownPark/Q8/EV_12/TP_Q8_EV_12_01_GP_SN_01	
TownPark/Q8/EV_13/TP_Q8_EV_13_01_GP_SN_01	
TownPark/Q8/EV_14/TP_Q8_EV_14_01_GP_SN_01	
TownPark/Q8/EV_15/TP_Q8_EV_15_01_CVS_PaintGuy2_01	
TownPark/Q8/EV_15/TP_Q8_EV_15_02_CVS_PaintGuy2_02	
TownPark/Q8/EV_16/TP_Q8_EV_16_01_GP_SN_01	
TownPark/Q8/MID_01/TP_Q8_MID_01_01_GP_ZP_01	
TownPark/Q8/MID_02/TP_Q8_MID_02_01_GP_PaintGuy2_01	
TownPark/Q8/MID_03/TP_Q8_MID_03_01_GP_PaintGuy2_01	
TownPark/Q8/MID_04/TP_Q8_MID_04_01_GP_IZ_01	
TownPark/Q8/MID_05/TP_Q8_MID_05_01_GP_HC_01	
TownPark/Q8/MID_06/TP_Q8_MID_06_01_GP_PaintGuy2_01	
TownPark/Q8/POST_01/TP_Q8_POST_01_01_GP_Sprout_01	
TownPark/Q8/POST_02/TP_Q8_POST_02_01_GP_PaintGuy2_01	
TownPark/Q8/POST_03/TP_Q8_POST_03_01_GP_PumpkinLady_01	
TownPark/Q8/POST_04/TP_Q8_POST_04_01_GP_IZ_01	
TownPark/Q8/PRE_01/TP_Q8_PRE_01_01_GP_PaintGuy2_01	
TownPark/Q8/PRE_02/TP_Q8_PRE_02_01_GP_PumpkinLady_01	
TownPark/Q8/START/TP_Q8_START_01_CS_HC_01	
TownPark/Q8/START/TP_Q8_START_02_CS_SN_01	
TownPark/Q8/START/TP_Q8_START_03_CS_HC_02	
TownPark/Q8/START/TP_Q8_START_04_CS_SN_02	
TownPark/Q8/START/TP_Q8_START_05_CS_HC_03	
TownPark/Q8/START/TP_Q8_START_06_CS_HC_04	
TownPark/Q8/START/TP_Q8_START_07_CS_SN_03	
TownPark/Q8/START/TP_Q8_START_08_CS_ZP_01	
TownPark/Q8/START/TP_Q8_START_09_CS_HC_05	
TownPark/Q8/START/TP_Q8_START_10_CS_ZP_02	
TownPark/Q8/START/TP_Q8_START_11_CS_ZP_03	
TownPark/Q8/START/TP_Q8_START_12_CS_ZP_04	
TownPark/Q8/START/TP_Q8_START_13_CS_SN_04	
TownPark/Q8/TOOFAR/TP_Q8_TOOFAR_01_GP_SN_01	
TownPark/Q9/ACCEPTED/TP_Q9_ACCEPTED_01_CVS_SN_01	
TownPark/Q9/ACCEPTED/TP_Q9_ACCEPTED_02_CVS_Zoom_01	
TownPark/Q9/COMP/TP_Q9_COMP_01_CVS_Zoom_01	
TownPark/Q9/COMP/TP_Q9_COMP_02_CVS_Zoom_02	
TownPark/Q9/COMP/TP_Q9_COMP_03_CVS_Zoom_03	
TownPark/Q9/COMP/TP_Q9_COMP_04_CVS_SN_01	
TownPark/Q9/COMP/TP_Q9_COMP_05_CVS_Zoom_04	
TownPark/Q9/COMP/TP_Q9_COMP_06_CVS_SN_02	
TownPark/Q9/DECLINED/TP_Q9_DECLINED_01_CVS_SN_01	
TownPark/Q9/DECLINED/TP_Q9_DECLINED_02_CVS_Zoom_01	
TownPark/Q9/QUESTION/TP_Q9_QUESTION_01_CVS_Zoom_01	
TownPark/Q9/RETACPTD/TP_Q9_RETACPTD_01_CVS_SN_01	
TownPark/Q9/RETDCLND/TP_Q9_RETDCLND_01_CVS_SN_01	
TownPark/Q9/RETRY/TP_Q9_RETRY_01_CVS_Zoom_01	
TownPark/Q9/START/TP_Q9_START_01_CVS_Zoom_01	
TownPark/Q9/START/TP_Q9_START_02_CVS_SN_01	
TownPark/Q9/START/TP_Q9_START_03_CVS_Zoom_02	
TownPark/Q9/START/TP_Q9_START_04_CVS_Zoom_03	
TownPark/Q9/START/TP_Q9_START_05_CVS_SN_02	
TownPark/Q9/START/TP_Q9_START_06_CVS_Zoom_04	
VideoTutorials/VIDEOTUTORIAL_HC_HERDINGBTUT1	
VideoTutorials/VIDEOTUTORIAL_HC_HERDINGBTUT2	
VideoTutorials/VIDEOTUTORIAL_HC_HERDINGCTUT1	
VideoTutorials/VIDEOTUTORIAL_HC_HERDINGCTUT2	
VideoTutorials/VIDEOTUTORIAL_HC_SPECIALPTUT1	
VideoTutorials/VIDEOTUTORIAL_IZ_UNICYCLINGTUT1	
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT1	
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT10	
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT11	
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT2	
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT3	
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT4	
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT5	
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT6	
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT7	
VideoTutorials/VIDEOTUTORIAL_PP_MAGICMTUT1	
VideoTutorials/VIDEOTUTORIAL_SN_BUTTERTUT1	
VideoTutorials/VIDEOTUTORIAL_SN_CLEARGAME	
VideoTutorials/VIDEOTUTORIAL_SN_JUMPTUT1	使用此按钮跳跃
VideoTutorials/VIDEOTUTORIAL_SN_KICKTUT1	
VideoTutorials/VIDEOTUTORIAL_SN_MAGICPTUT1	
VideoTutorials/VIDEOTUTORIAL_SN_MAGICPTUT2	
VideoTutorials/VIDEOTUTORIAL_SN_MOVTUT1	使用此按钮向任意方向移动
VideoTutorials/VIDEOTUTORIAL_SP_FASTWINTTUT3	
VideoTutorials/VIDEOTUTORIAL_ZM_ROLLERTUT2	
VideoTutorials/VIDEOTUTORIAL_ZM_ROLLERTUT3	
VideoTutorials/VIDEOTUTORIAL_ZP_DASHSKYTUT4	
VideoTutorials/VIDEOTUTORIAL_ZP_DASHSKYTUT5	
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_BUTTERTUT	蝴蝶向导
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_CLEARGAME	游戏已通关
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_JUMPTUT	跳跃
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_KICKTUT	踢
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_MAGICMTUT	魔法镜子
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_MAGICPTUT	陆马魔法
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_MOVTUT	移动
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_ROLLERTUT	轮滑
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_SPECIALPTUT	
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_UNICYCLINGTUT	独角回收
ScoreScreen/SCORE_DRAW	平局
ScoreScreen/SCORE_MAGIC_BITS	魔法币
ScoreScreen/SCORE_PLAYER1_WIN	玩家 1 获胜
ScoreScreen/SCORE_PLAYER2_WIN	玩家 2 获胜
ScoreScreen/SCORE_PLAYER_WIN	{[PLAYER_NAME]} 获胜
ScoreScreen/SCORE_SCORE	得分
ScoreScreen/SCORE_TITLE	游戏完成
ScoreScreen/SCORE_UNLOCK	小游戏已解锁
Characters/BigBunny_Name	
Characters/Bunny1_Name	兔子
Characters/Bunny2_Name	兔子
Characters/CanterlogicGuard_Name	
Characters/Crowd1_Name	众马
Characters/Crowd2_Name	众马
Characters/Crowd3_Name	众马
Characters/Fashion1_Name	服装店
Characters/FlowerShop_Name	花店
Characters/Hitch_Name	
Characters/Izzy_Name	
Characters/Narrator_Name	旁白
Characters/PaintShopBeach_Name	牌子画师
Characters/PaintShopMane_Name	油漆摊位
Characters/Pipp_Name	
Characters/Primrose_Name	
Characters/PumpkinLady_Name	
Characters/RedFloatieGuy_Name	
Characters/Shimmerwing_Name	
Characters/ShopKeeper1_Name	店员
Characters/ShopKeeper2_Name	店员
Characters/ShopKeeper3_Name	店员
Characters/SmootheShop_Name	冰沙摊位
Characters/Sprout_Name	
Characters/Sunny_Name	
Characters/Thunder_Name	
Characters/Zipp_Name	
Characters/Zoom_Name	
Menu/1P	1个玩家
Menu/2P	2个玩家
Menu/ACCEPT	确认
Menu/ANIMATION	动画
Menu/ART_DIRECTOR_CHARACTER_ARTIST	艺术总监与角色艺术
Menu/AUDIO	声音
Menu/BACK	返回
Menu/BEACHCOVE_TITLE	
Menu/BRIGHTHOUSE_TITLE	
Menu/BUSINESS_DEV	商务扩展
Menu/CHANGE_SLOT_CONFIRMATION	确实要切换存档吗？
Menu/CONTINUE	继续
Menu/CONTROLLER_DISCONNECTED	请重新连接控制器
Menu/CONTROLS	控制
Menu/CREATIVE_DIRECTOR	创意总监
Menu/DELETE	删除
Menu/DELETE_CONFIRMATION	确实要删除吗？
Menu/DISMISS	忽略
Menu/ENVIRONMENT_AND_VFX	环境与视觉艺术
Menu/ENVIRONMENT_ARTIST_AND_LEVEL	环境艺术
Menu/EXIT	退出
Menu/EXIT_CONFIRMATION	确实要退出吗？
Menu/FINANCES	财政
Menu/GAMEPLAY_PROGRAMMER	游戏性程序员
Menu/GAME_DESIGNER	游戏设计师
Menu/GO	开始
Menu/HASBRO_DISCLAIMER	"MLP：小马宝莉（MY LITTLE PONY）和孩之宝（HASBRO）以及所有相关的商标和标识均为孩之宝公司（Hasbro, Inc.）的注册商标。© 2022 Hasbro."
Menu/INTERACT	互动
Menu/JUMP	跳跃
Menu/LANGUAGE	语言
Menu/LEAD_ANIMATOR	首席动画师
Menu/LEAD_PROGRAMMER	首席程序员
Menu/MAIN_VOLUME	主音量
Menu/MANESTREET_TITLE	
Menu/MENU_VOLUME	菜单音量
Menu/MINIGAMES	小游戏
Menu/MOVEMENT	移动
Menu/MUSIC_SFX	音乐与音效音量
Menu/MUSIC_VOLUME	音乐音量
Menu/NEXT	下一个
Menu/NO	否
Menu/P1	玩家 1
Menu/P2	玩家 2
Menu/PAUSE	暂停
Menu/PAUSE_MENU	暂停菜单
Menu/PLAY	开始游戏
Menu/PLAYER_READY	准备就绪
Menu/PRODUCER	制作人
Menu/REPEAT	重复
Menu/ROLLERBLADES	轮滑
Menu/ROTATE	旋转
Menu/SAVED_GAMES	存档
Menu/SAVE_SAFETY_DEFAULT	此图标出现时请勿关闭主机
Menu/SAVE_SAFETY_STADIA	此游戏支持自动存档
Menu/SAVE_SAFETY_SWITCH	此图标出现时请勿关闭主机
Menu/SELECT	选择
Menu/SELECT_PLAYERS	选择玩家
Menu/SETTINGS	设置
Menu/SFX_VOLUME	音效音量
Menu/SLOT1	存档 1
Menu/SLOT2	存档 2
Menu/SLOT3	存档 3
Menu/SLOT4	存档 4
Menu/SLOT_CURRENT	当前
Menu/SLOT_EMPTY	空闲
Menu/STADIA_DISCLAIMER	
Menu/STUDIO_DIRECTOR	工作室总监
Menu/TECHNICAL_DIRECTOR	技术总监
Menu/TITLE_NAME	
Menu/TOTAL_GAME_BITS	游戏总计
Menu/TOWNPARK_TITLE	
Menu/TUTORIAL	教程
Menu/TUTORIALS	教程
Menu/TUTORIAL_TITLE	
Menu/UI_GAMEPLAY_PROGRAMMER	交互界面与游戏性编程
Menu/UNLOCKED	已解锁
Menu/VOICE_VOLUME	对白音量
Menu/YES	是
Menu/UP	上
Menu/DOWN	下
Menu/LEFT	左
Menu/RIGHT	右
Menu/MENU_LEFT	上一个
Menu/MENU_RIGHT	下一个
Menu/RESET_CONTROLS	重置为默认控制
XBOX/CHANGE_USER	修改
XBOX/LOG_AGAIN	按任意键登录
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_01_CS_ZP_01	BC_INTRO_EV_01_01_CS_ZP_01_zh-CN
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_02_CVS_SN_01	BC_INTRO_EV_01_02_CVS_SN_01_zh-CN
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_03_CVS_ZP_02	BC_INTRO_EV_01_03_CVS_ZP_02_zh-CN
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_04_CVS_ZP_03	BC_INTRO_EV_01_04_CVS_ZP_03_zh-CN
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_05_CVS_SN_02	BC_INTRO_EV_01_05_CVS_SN_02_zh-CN
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_06_CVS_ZP_04	BC_INTRO_EV_01_06_CVS_ZP_04_zh-CN
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_07_CVS_ZP_05	BC_INTRO_EV_01_07_CVS_ZP_05_zh-CN
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_08_CVS_ZP_06	BC_INTRO_EV_01_08_CVS_ZP_06_zh-CN
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_09_CVS_SN_03	BC_INTRO_EV_01_09_CVS_SN_03_zh-CN
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_10_CVS_ZP_07	BC_INTRO_EV_01_10_CVS_ZP_07_zh-CN
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_11_GP_SN_04	BC_INTRO_EV_01_11_GP_SN_04_zh-CN
Audio_BeachCove/MFL/ACCEPTED/BC_MFL_ACCEPTED_01_CVS_SN_01	BC_MFL_ACCEPTED_01_CVS_SN_01_zh-CN
Audio_BeachCove/MFL/ACCEPTED/BC_MFL_ACCEPTED_02_CVS_ZP_02	BC_MFL_ACCEPTED_02_CVS_ZP_02_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_01_CS_SN_01	BC_MFL_COMP_01_CS_SN_01_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_02_CS_ZP_01	BC_MFL_COMP_02_CS_ZP_01_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_03_CS_ZP_02	BC_MFL_COMP_03_CS_ZP_02_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_04_CS_SN_02	BC_MFL_COMP_04_CS_SN_02_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_06_CS_PP_01	BC_MFL_COMP_06_CS_PP_01_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_07_CS_IZ_01	BC_MFL_COMP_07_CS_IZ_01_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_08_CS_HC_01	BC_MFL_COMP_08_CS_HC_01_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_09_CS_Sprout_01	BC_MFL_COMP_09_CS_Sprout_01_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_10_CS_HC_02	BC_MFL_COMP_10_CS_HC_02_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_11_CS_Paint Shop 3_01	BC_MFL_COMP_11_CS_Paint Shop 3_01_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_12_CS_Sprout_02	BC_MFL_COMP_12_CS_Sprout_02_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_13_CS_SN_03	BC_MFL_COMP_13_CS_SN_03_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_14_CS_ZP_03	BC_MFL_COMP_14_CS_ZP_03_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_15_CS_SN_04	BC_MFL_COMP_15_CS_SN_04_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_16_CS_Crowd1_01	BC_MFL_COMP_16_CS_Crowd1_01_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_17_CS_Crowd2_01	BC_MFL_COMP_17_CS_Crowd2_01_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_18_CS_Sprout_03	BC_MFL_COMP_18_CS_Sprout_03_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_19_CS_HC_03	BC_MFL_COMP_19_CS_HC_03_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_20_CS_Sprout_04	BC_MFL_COMP_20_CS_Sprout_04_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_21_CS_SN_05	BC_MFL_COMP_21_CS_SN_05_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_22_CS_Shimmerwing_01	BC_MFL_COMP_22_CS_Shimmerwing_01_zh-CN
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_23_GP_SN_06	BC_MFL_COMP_23_GP_SN_06_zh-CN
Audio_BeachCove/MFL/DECLINED/BC_MFL_DECLINED_01_CVS_SN_01	BC_MFL_DECLINED_01_CVS_SN_01_zh-CN
Audio_BeachCove/MFL/DECLINED/BC_MFL_DECLINED_02_CVS_ZP_02	BC_MFL_DECLINED_02_CVS_ZP_02_zh-CN
Audio_BeachCove/MFL/QUESTION/BC_MFL_QUESTION_01_CVS_ZP_01	BC_MFL_QUESTION_01_CVS_ZP_01_zh-CN
Audio_BeachCove/MFL/RETACPTD/BC_MFL_RETACPTD_01_CVS_SN_01	BC_MFL_RETACPTD_01_CVS_SN_01_zh-CN
Audio_BeachCove/MFL/RETDCLND/BC_MFL_RETDCLND_01_CVS_SN_01	BC_MFL_RETDCLND_01_CVS_SN_01_zh-CN
Audio_BeachCove/MFL/RETRY/BC_MFL_RETRY_01_CVS_ZP_01	BC_MFL_RETRY_01_CVS_ZP_01_zh-CN
Audio_BeachCove/MFL/START/BC_MFL_START_01_CVS_ZP_01	BC_MFL_START_01_CVS_ZP_01_zh-CN
Audio_BeachCove/MFL/START/BC_MFL_START_02_CVS_ZP_02	BC_MFL_START_02_CVS_ZP_02_zh-CN
Audio_BeachCove/MFL/START/BC_MFL_START_03_CVS_ZP_03	BC_MFL_START_03_CVS_ZP_03_zh-CN
Audio_BeachCove/Q13/ACCEPTED/BC_Q13_ACCEPTED_01_CVS_SN_01	BC_Q13_ACCEPTED_01_CVS_SN_01_zh-CN
Audio_BeachCove/Q13/ACCEPTED/BC_Q13_ACCEPTED_02_CVS_Zoom_04	BC_Q13_ACCEPTED_02_CVS_Zoom_04_zh-CN
Audio_BeachCove/Q13/COMP/BC_Q13_COMP_01_CVS_Zoom_06	BC_Q13_COMP_01_CVS_Zoom_06_zh-CN
Audio_BeachCove/Q13/DECLINED/BC_Q13_DECLINED_01_CVS_SN_02	BC_Q13_DECLINED_01_CVS_SN_02_zh-CN
